county,county_fips,state,total_population,health_service_area_number,health_service_area,covid_inpatient_bed_utilization,covid_hospital_admissions_per_100k,covid_cases_per_100k,covid-19_community_level,date_updated
"Garden County, NE",31069,Nebraska,"1,837",580,"Scotts Bluff, NE - Goshen, WY",2.30%,7.2,0,Low,3/10/22
"Garfield County, NE",31071,Nebraska,"1,969",594,"Custer, NE - Valley, NE",0.00%,0,0,Low,3/10/22
"Gosper County, NE",31073,Nebraska,"1,990",570,"Buffalo, NE - Dawson, NE",6.20%,7.7,100.5,Low,3/10/22
"Grant County, NE",31075,Nebraska,623,580,"Scotts Bluff, NE - Goshen, WY",2.30%,7.2,0,Low,3/10/22
"Greeley County, NE",31077,Nebraska,"2,356",555,"Hall, NE - Hamilton, NE",4.60%,6.9,0,Low,3/10/22
"Hall County, NE",31079,Nebraska,"61,353",555,"Hall, NE - Hamilton, NE",4.60%,6.9,34.23,Low,3/10/22
"Hamilton County, NE",31081,Nebraska,"9,324",555,"Hall, NE - Hamilton, NE",4.60%,6.9,32.18,Low,3/10/22
"Harlan County, NE",31083,Nebraska,"3,380",616,"Phelps, NE - Furnas, NE",0.00%,5.9,59.17,Low,3/10/22
"Hayes County, NE",31085,Nebraska,922,654,"Chase, NE - Dundy, NE",0.00%,0,108.46,Low,3/10/22
"Hitchcock County, NE",31087,Nebraska,"2,762",613,"Red Willow, NE - Decatur, KS",0.00%,0,0,Low,3/10/22
"Holt County, NE",31089,Nebraska,"10,067",559,"Holt, NE - Brown, NE",0.40%,13.2,99.33,Medium,3/10/22
"Hooker County, NE",31091,Nebraska,682,593,"Lincoln, NE - Keith, NE",4.10%,14.7,0,Medium,3/10/22
"Howard County, NE",31093,Nebraska,"6,445",555,"Hall, NE - Hamilton, NE",4.60%,6.9,93.1,Low,3/10/22
"Jefferson County, NE",31095,Nebraska,"7,046",561,"Lancaster (Lincoln), NE - Gage, NE",4.00%,7.5,0,Low,3/10/22
"Johnson County, NE",31097,Nebraska,"5,071",660,"Otoe, NE - Johnson, NE",3.40%,0,19.72,Low,3/10/22
"Kearney County, NE",31099,Nebraska,"6,495",570,"Buffalo, NE - Dawson, NE",6.20%,7.7,15.4,Low,3/10/22
"Keith County, NE",31101,Nebraska,"8,034",593,"Lincoln, NE - Keith, NE",4.10%,14.7,37.34,Medium,3/10/22
"Keya Paha County, NE",31103,Nebraska,806,559,"Holt, NE - Brown, NE",0.40%,13.2,124.07,Medium,3/10/22
"Kimball County, NE",31105,Nebraska,"3,632",741,"Laramie (Cheyenne), WY - Cheyenne, NE",4.30%,5.3,82.6,Low,3/10/22
"Knox County, NE",31107,Nebraska,"8,332",578,"Yankton, SD - Clay, SD",2.40%,4.4,36.01,Low,3/10/22
"Lancaster County, NE",31109,Nebraska,"319,090",561,"Lancaster (Lincoln), NE - Gage, NE",4.00%,7.5,47.01,Low,3/10/22
"Lincoln County, NE",31111,Nebraska,"34,914",593,"Lincoln, NE - Keith, NE",4.10%,14.7,40.1,Medium,3/10/22
"Logan County, NE",31113,Nebraska,748,594,"Custer, NE - Valley, NE",0.00%,0,0,Low,3/10/22
"Loup County, NE",31115,Nebraska,664,594,"Custer, NE - Valley, NE",0.00%,0,0,Low,3/10/22
"McPherson County, NE",31117,Nebraska,494,593,"Lincoln, NE - Keith, NE",4.10%,14.7,0,Medium,3/10/22
"Madison County, NE",31119,Nebraska,"35,099",577,"Madison, NE - Wayne, NE",2.80%,1.6,11.4,Low,3/10/22
"Merrick County, NE",31121,Nebraska,"7,755",555,"Hall, NE - Hamilton, NE",4.60%,6.9,38.68,Low,3/10/22
"Morrill County, NE",31123,Nebraska,"4,642",580,"Scotts Bluff, NE - Goshen, WY",2.30%,7.2,21.54,Low,3/10/22
"Nance County, NE",31125,Nebraska,"3,519",651,"Platte, NE - Boone, NE",1.50%,0,56.83,Low,3/10/22
"Nemaha County, NE",31127,Nebraska,"6,972",687,"Nemaha, NE",3.60%,57.4,28.69,High,3/10/22
"Nuckolls County, NE",31129,Nebraska,"4,148",564,"Adams, NE - Clay, NE",2.10%,8.8,216.97,Medium,3/10/22
"Otoe County, NE",31131,Nebraska,"16,012",660,"Otoe, NE - Johnson, NE",3.40%,0,87.43,Low,3/10/22
"Pawnee County, NE",31133,Nebraska,"2,613",628,"Richardson, NE - Pawnee, NE",1.60%,9.5,0,Low,3/10/22
"Perkins County, NE",31135,Nebraska,"2,891",593,"Lincoln, NE - Keith, NE",4.10%,14.7,0,Medium,3/10/22
"Phelps County, NE",31137,Nebraska,"9,034",616,"Phelps, NE - Furnas, NE",0.00%,5.9,77.49,Low,3/10/22
"Pierce County, NE",31139,Nebraska,"7,148",577,"Madison, NE - Wayne, NE",2.80%,1.6,83.94,Low,3/10/22
"Platte County, NE",31141,Nebraska,"33,470",651,"Platte, NE - Boone, NE",1.50%,0,20.91,Low,3/10/22
"Polk County, NE",31143,Nebraska,"5,213",611,"York, NE - Polk, NE",0.90%,0,0,Low,3/10/22
"Red Willow County, NE",31145,Nebraska,"10,724",613,"Red Willow, NE - Decatur, KS",0.00%,0,0,Low,3/10/22
"Richardson County, NE",31147,Nebraska,"7,865",628,"Richardson, NE - Pawnee, NE",1.60%,9.5,25.43,Low,3/10/22
"Rock County, NE",31149,Nebraska,"1,357",559,"Holt, NE - Brown, NE",0.40%,13.2,73.69,Medium,3/10/22
"Saline County, NE",31151,Nebraska,"14,224",561,"Lancaster (Lincoln), NE - Gage, NE",4.00%,7.5,14.06,Low,3/10/22
"Sarpy County, NE",31153,Nebraska,"187,196",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,45.94,Low,3/10/22
"Saunders County, NE",31155,Nebraska,"21,578",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,27.81,Low,3/10/22
"Scotts Bluff County, NE",31157,Nebraska,"35,618",580,"Scotts Bluff, NE - Goshen, WY",2.30%,7.2,56.15,Low,3/10/22
"Seward County, NE",31159,Nebraska,"17,284",561,"Lancaster (Lincoln), NE - Gage, NE",4.00%,7.5,23.14,Low,3/10/22
"Sheridan County, NE",31161,Nebraska,"5,246",623,"Shannon, SD - Dawes, NE",1.30%,6.1,38.12,Low,3/10/22
"Sherman County, NE",31163,Nebraska,"3,001",570,"Buffalo, NE - Dawson, NE",6.20%,7.7,0,Low,3/10/22
"Sioux County, NE",31165,Nebraska,"1,166",623,"Shannon, SD - Dawes, NE",1.30%,6.1,85.76,Low,3/10/22
"Stanton County, NE",31167,Nebraska,"5,920",577,"Madison, NE - Wayne, NE",2.80%,1.6,16.89,Low,3/10/22
"Thayer County, NE",31169,Nebraska,"5,003",658,"Fillmore, NE - Thayer, NE",0.00%,9.6,19.99,Low,3/10/22
"Thomas County, NE",31171,Nebraska,722,594,"Custer, NE - Valley, NE",0.00%,0,138.5,Low,3/10/22
"Thurston County, NE",31173,Nebraska,"7,224",560,"Woodbury (Sioux City), IA - Plymouth, IA",1.10%,5.8,387.6,Medium,3/10/22
"Valley County, NE",31175,Nebraska,"4,158",594,"Custer, NE - Valley, NE",0.00%,0,48.1,Low,3/10/22
"Washington County, NE",31177,Nebraska,"20,729",542,"Douglas (Omaha), NE - Sarpy, NE",6.00%,7.2,4.82,Low,3/10/22
"Wayne County, NE",31179,Nebraska,"9,385",577,"Madison, NE - Wayne, NE",2.80%,1.6,1182.74,Medium,3/10/22
"Webster County, NE",31181,Nebraska,"3,487",564,"Adams, NE - Clay, NE",2.10%,8.8,86.03,Low,3/10/22
"Wheeler County, NE",31183,Nebraska,783,594,"Custer, NE - Valley, NE",0.00%,0,0,Low,3/10/22
"York County, NE",31185,Nebraska,"13,679",611,"York, NE - Polk, NE",0.90%,0,7.31,Low,3/10/22
"Churchill County, NV",32001,Nevada,"24,909",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,80.29,Low,3/10/22
"Clark County, NV",32003,Nevada,"2,266,715",707,"Clark (Las Vegas), NV - Washington, UT",3.60%,7.7,89.07,Low,3/10/22
"Douglas County, NV",32005,Nevada,"48,905",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,30.67,Low,3/10/22
"Elko County, NV",32007,Nevada,"52,778",720,"Elko, NV - Lander, NV",0.60%,1.7,20.84,Low,3/10/22
"Esmeralda County, NV",32009,Nevada,873,707,"Clark (Las Vegas), NV - Washington, UT",3.60%,7.7,0,Low,3/10/22
"Eureka County, NV",32011,Nevada,"2,029",720,"Elko, NV - Lander, NV",0.60%,1.7,197.14,Low,3/10/22
"Humboldt County, NV",32013,Nevada,"16,831",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,59.41,Low,3/10/22
"Lander County, NV",32015,Nevada,"5,532",720,"Elko, NV - Lander, NV",0.60%,1.7,0,Low,3/10/22
"Lincoln County, NV",32017,Nevada,"5,183",707,"Clark (Las Vegas), NV - Washington, UT",3.60%,7.7,38.59,Low,3/10/22
"Lyon County, NV",32019,Nevada,"57,510",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,39.99,Low,3/10/22
"Mineral County, NV",32021,Nevada,"4,505",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,22.2,Low,3/10/22
"Nye County, NV",32023,Nevada,"46,523",707,"Clark (Las Vegas), NV - Washington, UT",3.60%,7.7,36.54,Low,3/10/22
"Pershing County, NV",32027,Nevada,"6,725",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,118.96,Low,3/10/22
"Storey County, NV",32029,Nevada,"4,123",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,24.25,Low,3/10/22
"Washoe County, NV",32031,Nevada,"471,519",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,44.96,Low,3/10/22
"White Pine County, NV",32033,Nevada,"9,580",805,"White Pine, NV",1.20%,0,20.88,Low,3/10/22
"Carson City, NV",32510,Nevada,"55,916",701,"Washoe (Reno), NV - Carson City, NV",2.90%,6.2,35.77,Low,3/10/22
"Belknap County, NH",33001,New Hampshire,"61,303",91,"Hillsborough (Manchester), NH - Merrimack, NH",2.40%,4.9,132.13,Low,3/10/22
"Carroll County, NH",33003,New Hampshire,"48,910",91,"Hillsborough (Manchester), NH - Merrimack, NH",2.40%,4.9,102.23,Low,3/10/22
"Cheshire County, NH",33005,New Hampshire,"76,085",90,"Cheshire, NH - Windham, VT",4.80%,4.2,130.12,Low,3/10/22
"Coos County, NH",33007,New Hampshire,"31,563",138,"Coos, NH - Essex, VT",1.60%,2.7,63.37,Low,3/10/22
"Grafton County, NH",33009,New Hampshire,"89,886",15,"Grafton, NH - Washington, VT",2.60%,6.5,156.87,Low,3/10/22
"Hillsborough County, NH",33011,New Hampshire,"417,025",91,"Hillsborough (Manchester), NH - Merrimack, NH",2.40%,4.9,69.06,Low,3/10/22
"Merrimack County, NH",33013,New Hampshire,"151,391",91,"Hillsborough (Manchester), NH - Merrimack, NH",2.40%,4.9,80.59,Low,3/10/22
"Rockingham County, NH",33015,New Hampshire,"309,769",74,"Essex (Lynn), MA - Rockingham, NH",2.00%,3.2,71.99,Low,3/10/22
"Strafford County, NH",33017,New Hampshire,"130,633",98,"York, ME - Strafford (Rochester), NH",6.20%,1.8,192.91,Low,3/10/22
"Sullivan County, NH",33019,New Hampshire,"43,146",15,"Grafton, NH - Washington, VT",2.60%,6.5,146.02,Low,3/10/22
"Atlantic County, NJ",34001,New Jersey,"263,670",64,"Atlantic (Atlantic City), NJ - Cape May, NJ",2.00%,5.1,49.3,Low,3/10/22
"Bergen County, NJ",34003,New Jersey,"932,202",36,"Bergen, NJ - Hudson (Jersey City), NJ",3.20%,4.4,100.73,Low,3/10/22
"Burlington County, NJ",34005,New Jersey,"445,349",23,"Camden (Camden), NJ - Burlington, NJ",3.80%,8.1,66.24,Low,3/10/22
"Camden County, NJ",34007,New Jersey,"506,471",23,"Camden (Camden), NJ - Burlington, NJ",3.80%,8.1,54.89,Low,3/10/22
"Cape May County, NJ",34009,New Jersey,"92,039",64,"Atlantic (Atlantic City), NJ - Cape May, NJ",2.00%,5.1,31.51,Low,3/10/22
"Cumberland County, NJ",34011,New Jersey,"149,527",127,"Cumberland, NJ",4.90%,0,141.11,Low,3/10/22
"Essex County, NJ",34013,New Jersey,"798,975",66,"Essex (Newark), NJ - Middlesex, NJ",2.30%,3.8,82.73,Low,3/10/22
"Gloucester County, NJ",34015,New Jersey,"291,636",23,"Camden (Camden), NJ - Burlington, NJ",3.80%,8.1,50.06,Low,3/10/22
"Hudson County, NJ",34017,New Jersey,"672,391",36,"Bergen, NJ - Hudson (Jersey City), NJ",3.20%,4.4,133.26,Low,3/10/22
"Hunterdon County, NJ",34019,New Jersey,"124,371",93,"Hunterdon, NJ - Warren (Phillipsburg), NJ",2.10%,5.7,49.85,Low,3/10/22
"Mercer County, NJ",34021,New Jersey,"367,430",126,"Mercer, NJ",2.70%,4.6,82.46,Low,3/10/22
"Middlesex County, NJ",34023,New Jersey,"825,062",66,"Essex (Newark), NJ - Middlesex, NJ",2.30%,3.8,109.08,Low,3/10/22
"Monmouth County, NJ",34025,New Jersey,"618,795",108,"Monmouth, NJ - Ocean (Brick Township), NJ",3.90%,7.7,58.34,Low,3/10/22
"Morris County, NJ",34027,New Jersey,"491,845",87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ",1.10%,4.7,83.97,Low,3/10/22
"Ocean County, NJ",34029,New Jersey,"607,186",108,"Monmouth, NJ - Ocean (Brick Township), NJ",3.90%,7.7,72.63,Low,3/10/22
"Passaic County, NJ",34031,New Jersey,"501,826",36,"Bergen, NJ - Hudson (Jersey City), NJ",3.20%,4.4,100.43,Low,3/10/22
"Salem County, NJ",34033,New Jersey,"62,385",23,"Camden (Camden), NJ - Burlington, NJ",3.80%,8.1,59.31,Low,3/10/22
"Somerset County, NJ",34035,New Jersey,"328,934",66,"Essex (Newark), NJ - Middlesex, NJ",2.30%,3.8,73.27,Low,3/10/22
"Sussex County, NJ",34037,New Jersey,"140,488",87,"Morris (Parsippany-Troy Hills Township), NJ - Sussex, NJ",1.10%,4.7,74.74,Low,3/10/22
"Union County, NJ",34039,New Jersey,"556,341",66,"Essex (Newark), NJ - Middlesex, NJ",2.30%,3.8,90.95,Low,3/10/22
"Warren County, NJ",34041,New Jersey,"105,267",93,"Hunterdon, NJ - Warren (Phillipsburg), NJ",2.10%,5.7,57,Low,3/10/22
"Bernalillo County, NM",35001,New Mexico,"679,121",693,"Bernalillo (Albuquerque), NM - Sandoval, NM",5.00%,8.2,74.07,Low,3/10/22
"Catron County, NM",35003,New Mexico,"3,527",793,"Grant, NM - Hidalgo, NM",6.00%,5.8,113.41,Low,3/10/22
"Chaves County, NM",35005,New Mexico,"64,615",772,"Chaves, NM - Eddy, NM",8.00%,0.8,49.52,Low,3/10/22
"Cibola County, NM",35006,New Mexico,"26,675",693,"Bernalillo (Albuquerque), NM - Sandoval, NM",5.00%,8.2,97.47,Low,3/10/22
"Colfax County, NM",35007,New Mexico,"11,941",704,"Pueblo (Pueblo), CO - Las Animas, CO",3.80%,6.4,117.24,Low,3/10/22
"Curry County, NM",35009,New Mexico,"48,954",725,"Curry, NM - Roosevelt, NM",5.70%,3.9,55.15,Low,3/10/22
"De Baca County, NM",35011,New Mexico,"1,748",725,"Curry, NM - Roosevelt, NM",5.70%,3.9,114.42,Low,3/10/22
"Do̱a Ana County, NM",35013,New Mexico,"218,195",732,"Dona Ana (Las Cruces), NM - Luna, NM",6.00%,6.7,91.66,Low,3/10/22
"Eddy County, NM",35015,New Mexico,"58,460",772,"Chaves, NM - Eddy, NM",8.00%,0.8,37.63,Low,3/10/22
"Grant County, NM",35017,New Mexico,"26,998",793,"Grant, NM - Hidalgo, NM",6.00%,5.8,181.49,Low,3/10/22
"Guadalupe County, NM",35019,New Mexico,"4,300",801,"San Miguel, NM - Mora, NM",5.50%,5.4,46.51,Low,3/10/22
"Harding County, NM",35021,New Mexico,625,801,"San Miguel, NM - Mora, NM",5.50%,5.4,480,Medium,3/10/22
"Hidalgo County, NM",35023,New Mexico,"4,198",793,"Grant, NM - Hidalgo, NM",6.00%,5.8,214.39,Medium,3/10/22
"Lea County, NM",35025,New Mexico,"71,070",508,"Lea, NM - Gaines, TX",2.40%,2.7,64.72,Low,3/10/22
"Lincoln County, NM",35027,New Mexico,"19,572",769,"Otero, NM - Lincoln, NM",3.10%,3.4,102.19,Low,3/10/22
"Los Alamos County, NM",35028,New Mexico,"19,369",724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM",5.70%,5.8,123.91,Low,3/10/22
"Luna County, NM",35029,New Mexico,"23,709",732,"Dona Ana (Las Cruces), NM - Luna, NM",6.00%,6.7,63.27,Low,3/10/22
"McKinley County, NM",35031,New Mexico,"71,367",765,"McKinley, NM - Apache, AZ",3.30%,13.3,166.74,Medium,3/10/22
"Mora County, NM",35033,New Mexico,"4,521",801,"San Miguel, NM - Mora, NM",5.50%,5.4,22.12,Low,3/10/22
"Otero County, NM",35035,New Mexico,"67,490",769,"Otero, NM - Lincoln, NM",3.10%,3.4,65.19,Low,3/10/22
"Quay County, NM",35037,New Mexico,"8,253",725,"Curry, NM - Roosevelt, NM",5.70%,3.9,36.35,Low,3/10/22
"Rio Arriba County, NM",35039,New Mexico,"38,921",724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM",5.70%,5.8,95.06,Low,3/10/22
"Roosevelt County, NM",35041,New Mexico,"18,500",725,"Curry, NM - Roosevelt, NM",5.70%,3.9,86.49,Low,3/10/22
"Sandoval County, NM",35043,New Mexico,"146,748",693,"Bernalillo (Albuquerque), NM - Sandoval, NM",5.00%,8.2,87.22,Low,3/10/22
"San Juan County, NM",35045,New Mexico,"123,958",740,"San Juan, NM - Navajo, AZ",6.90%,9.7,148.44,Low,3/10/22
"San Miguel County, NM",35047,New Mexico,"27,277",801,"San Miguel, NM - Mora, NM",5.50%,5.4,190.64,Low,3/10/22
"Santa Fe County, NM",35049,New Mexico,"150,358",724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM",5.70%,5.8,107.74,Low,3/10/22
"Sierra County, NM",35051,New Mexico,"10,791",732,"Dona Ana (Las Cruces), NM - Luna, NM",6.00%,6.7,37.07,Low,3/10/22
"Socorro County, NM",35053,New Mexico,"16,637",693,"Bernalillo (Albuquerque), NM - Sandoval, NM",5.00%,8.2,54.1,Low,3/10/22
"Taos County, NM",35055,New Mexico,"32,723",724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM",5.70%,5.8,58.06,Low,3/10/22
"Torrance County, NM",35057,New Mexico,"15,461",693,"Bernalillo (Albuquerque), NM - Sandoval, NM",5.00%,8.2,77.61,Low,3/10/22
"Union County, NM",35059,New Mexico,"4,059",814,"Union, NM",3.40%,0,98.55,Low,3/10/22
"Valencia County, NM",35061,New Mexico,"76,688",693,"Bernalillo (Albuquerque), NM - Sandoval, NM",5.00%,8.2,101.71,Low,3/10/22
"Albany County, NY",36001,New York,"305,506",10,"Albany (Albany), NY - Rensselaer, NY",4.90%,8,70.7,Low,3/10/22
"Allegany County, NY",36003,New York,"46,091",35,"Cattaraugus, NY - Allegany, NY",6.00%,9.8,65.09,Low,3/10/22
"Bronx County, NY",36005,New York,"1,418,207",94,"Kings (New York), NY - Queens, NY",3.00%,4.6,40.12,Low,3/10/22
"Broome County, NY",36007,New York,"190,488",19,"Broome (Binghamton), NY - Bradford, PA",4.50%,17.4,92.39,Medium,3/10/22
"Cattaraugus County, NY",36009,New York,"76,117",35,"Cattaraugus, NY - Allegany, NY",6.00%,9.8,90.65,Low,3/10/22
"Cayuga County, NY",36011,New York,"76,576",56,"Onondaga (Syracuse), NY - Oswego, NY",4.20%,7.9,96.64,Low,3/10/22
"Chautauqua County, NY",36013,New York,"126,903",106,"Erie (Erie), PA - Chautauqua, NY",5.20%,6.7,39.4,Low,3/10/22
"Chemung County, NY",36015,New York,"83,456",65,"Steuben, NY - Chemung (Elmira), NY",8.40%,11.2,101.85,Medium,3/10/22
"Chenango County, NY",36017,New York,"47,207",58,"Otsego, NY - Chenango, NY",4.00%,2.2,74.14,Low,3/10/22
"Clinton County, NY",36019,New York,"80,485",81,"Clinton, NY - Franklin, NY",11.10%,8.4,145.37,Medium,3/10/22
"Columbia County, NY",36021,New York,"59,461",112,"Berkshire (Pittsfield), MA - Columbia, NY",3.40%,2.2,43.73,Low,3/10/22
"Cortland County, NY",36023,New York,"47,581",105,"Tompkins, NY - Cortland, NY",8.20%,9.3,77.76,Low,3/10/22
"Delaware County, NY",36025,New York,"44,135",58,"Otsego, NY - Chenango, NY",4.00%,2.2,63.44,Low,3/10/22
"Dutchess County, NY",36027,New York,"294,218",41,"Westchester (Yonkers), NY - Dutchess, NY",2.10%,4.7,50.3,Low,3/10/22
"Erie County, NY",36029,New York,"918,702",54,"Erie (Buffalo), NY - Monroe, NY",5.20%,5.9,52.79,Low,3/10/22
"Essex County, NY",36031,New York,"36,885",81,"Clinton, NY - Franklin, NY",11.10%,8.4,75.91,Medium,3/10/22
"Franklin County, NY",36033,New York,"50,022",81,"Clinton, NY - Franklin, NY",11.10%,8.4,219.9,High,3/10/22
"Fulton County, NY",36035,New York,"53,383",76,"Fulton, NY - Montgomery (Amsterdam), NY",7.50%,8.8,91.79,Low,3/10/22
"Genesee County, NY",36037,New York,"57,280",54,"Erie (Buffalo), NY - Monroe, NY",5.20%,5.9,31.42,Low,3/10/22
"Greene County, NY",36039,New York,"47,188",112,"Berkshire (Pittsfield), MA - Columbia, NY",3.40%,2.2,36.03,Low,3/10/22
"Hamilton County, NY",36041,New York,"4,416",88,"Saratoga, NY - Schenectady (Schenectady), NY",2.90%,6.6,181.16,Low,3/10/22
"Herkimer County, NY",36043,New York,"61,319",59,"Oneida (Utica), NY - Madison, NY",3.00%,4.7,68.49,Low,3/10/22
"Jefferson County, NY",36045,New York,"109,834",80,"St. Lawrence, NY - Jefferson, NY",2.00%,10.7,72.84,Medium,3/10/22
"Kings County, NY",36047,New York,"2,559,903",94,"Kings (New York), NY - Queens, NY",3.00%,4.6,56.49,Low,3/10/22
"Lewis County, NY",36049,New York,"26,296",80,"St. Lawrence, NY - Jefferson, NY",2.00%,10.7,45.63,Medium,3/10/22
"Livingston County, NY",36051,New York,"62,914",54,"Erie (Buffalo), NY - Monroe, NY",5.20%,5.9,38.15,Low,3/10/22
"Madison County, NY",36053,New York,"70,941",59,"Oneida (Utica), NY - Madison, NY",3.00%,4.7,73.3,Low,3/10/22
"Monroe County, NY",36055,New York,"741,770",54,"Erie (Buffalo), NY - Monroe, NY",5.20%,5.9,40.17,Low,3/10/22
"Montgomery County, NY",36057,New York,"49,221",76,"Fulton, NY - Montgomery (Amsterdam), NY",7.50%,8.8,83.3,Low,3/10/22
"Nassau County, NY",36059,New York,"1,356,924",83,"Suffolk, NY - Nassau, NY",3.50%,5.5,53.65,Low,3/10/22
"New York County, NY",36061,New York,"1,628,706",94,"Kings (New York), NY - Queens, NY",3.00%,4.6,99.34,Low,3/10/22
"Niagara County, NY",36063,New York,"209,281",54,"Erie (Buffalo), NY - Monroe, NY",5.20%,5.9,55.43,Low,3/10/22
"Oneida County, NY",36065,New York,"228,671",59,"Oneida (Utica), NY - Madison, NY",3.00%,4.7,74.34,Low,3/10/22
"Onondaga County, NY",36067,New York,"460,528",56,"Onondaga (Syracuse), NY - Oswego, NY",4.20%,7.9,161.77,Low,3/10/22
"Ontario County, NY",36069,New York,"109,777",21,"Ontario (Geneva), NY - Wayne, NY",9.60%,10.4,68.32,Medium,3/10/22
"Orange County, NY",36071,New York,"384,940",86,"Orange (Newburgh), NY - Sullivan, NY",2.90%,3.9,0,Low,3/10/22
"Orleans County, NY",36073,New York,"40,352",54,"Erie (Buffalo), NY - Monroe, NY",5.20%,5.9,27.26,Low,3/10/22
"Oswego County, NY",36075,New York,"117,124",56,"Onondaga (Syracuse), NY - Oswego, NY",4.20%,7.9,130.63,Low,3/10/22
"Otsego County, NY",36077,New York,"59,493",58,"Otsego, NY - Chenango, NY",4.00%,2.2,68.92,Low,3/10/22
"Putnam County, NY",36079,New York,"98,320",41,"Westchester (Yonkers), NY - Dutchess, NY",2.10%,4.7,45.77,Low,3/10/22
"Queens County, NY",36081,New York,"2,253,858",94,"Kings (New York), NY - Queens, NY",3.00%,4.6,41.88,Low,3/10/22
"Rensselaer County, NY",36083,New York,"158,714",10,"Albany (Albany), NY - Rensselaer, NY",4.90%,8,79.39,Low,3/10/22
"Richmond County, NY",36085,New York,"476,143",94,"Kings (New York), NY - Queens, NY",3.00%,4.6,59.65,Low,3/10/22
"Rockland County, NY",36087,New York,"325,789",36,"Bergen, NJ - Hudson (Jersey City), NJ",3.20%,4.4,51.87,Low,3/10/22
"St. Lawrence County, NY",36089,New York,"107,740",80,"St. Lawrence, NY - Jefferson, NY",2.00%,10.7,147.58,Medium,3/10/22
"Saratoga County, NY",36091,New York,"229,863",88,"Saratoga, NY - Schenectady (Schenectady), NY",2.90%,6.6,89.62,Low,3/10/22
"Schenectady County, NY",36093,New York,"155,299",88,"Saratoga, NY - Schenectady (Schenectady), NY",2.90%,6.6,65.68,Low,3/10/22
"Schoharie County, NY",36095,New York,"30,999",58,"Otsego, NY - Chenango, NY",4.00%,2.2,61.29,Low,3/10/22
"Schuyler County, NY",36097,New York,"17,807",65,"Steuben, NY - Chemung (Elmira), NY",8.40%,11.2,84.24,Medium,3/10/22
"Seneca County, NY",36099,New York,"34,016",21,"Ontario (Geneva), NY - Wayne, NY",9.60%,10.4,94.07,Medium,3/10/22
"Steuben County, NY",36101,New York,"95,379",65,"Steuben, NY - Chemung (Elmira), NY",8.40%,11.2,85.97,Medium,3/10/22
"Suffolk County, NY",36103,New York,"1,476,601",83,"Suffolk, NY - Nassau, NY",3.50%,5.5,42.12,Low,3/10/22
"Sullivan County, NY",36105,New York,"75,432",86,"Orange (Newburgh), NY - Sullivan, NY",2.90%,3.9,59.66,Low,3/10/22
"Tioga County, NY",36107,New York,"48,203",19,"Broome (Binghamton), NY - Bradford, PA",4.50%,17.4,70.54,Medium,3/10/22
"Tompkins County, NY",36109,New York,"102,180",105,"Tompkins, NY - Cortland, NY",8.20%,9.3,183.99,Low,3/10/22
"Ulster County, NY",36111,New York,"177,573",41,"Westchester (Yonkers), NY - Dutchess, NY",2.10%,4.7,75.46,Low,3/10/22
"Warren County, NY",36113,New York,"63,944",88,"Saratoga, NY - Schenectady (Schenectady), NY",2.90%,6.6,114.16,Low,3/10/22
"Washington County, NY",36115,New York,"61,204",88,"Saratoga, NY - Schenectady (Schenectady), NY",2.90%,6.6,84.96,Low,3/10/22
